Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,930,0,27,30.28915053883177,13.810500036925077,132.30160000966862,397679.0,7.810003629195454,0.0,27,30,33,35,42,60,78,94,130,130,130
GET,/codegame/index.html,249,0,20,23.024291566144825,11.981600022409111,75.14540001284331,8205.0,2.0910654878168473,0.0,20,23,25,28,35,39,62,68,75,75,75
GET,/colors/colors_picker.asp,239,0,26,30.11113975053871,14.63970000622794,103.41530002187937,371760.0,2.0070869541695844,0.0,26,31,34,37,44,52,78,82,100,100,100
GET,/css/,751,0,26,28.93221890856109,14.11209994694218,125.17060001846403,361022.0,6.306787876909447,0.0,26,29,32,34,40,50,74,80,130,130,130
GET,/html/,750,0,26,28.01147840009071,15.302299987524748,107.13769996073097,357158.0,6.298390023544721,0.0,26,29,31,33,39,43,66,76,110,110,110
GET,/js/,488,0,26,29.755694058472788,15.223000023979694,108.34109998540953,360069.0,4.098152441986432,0.0,26,30,32,34,42,61,75,98,110,110,110
GET,/tryit/trycompiler.asp?filename=demo_python,268,0,21,24.846650374212317,12.791800021659583,83.75490002799779,37350.0,2.2506247017466467,0.0,21,25,27,29,39,48,74,78,84,84,84
,Aggregated,3675,0,25,28.575484953111125,11.981600022409111,132.30160000966862,322572.6936054422,30.86211111536913,0.0,25,29,32,34,40,52,74,80,110,130,130
