Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1746109189,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1746109190,10,,Aggregated,0.000000,0.000000,130,130,140,140,150,150,150,150,150,150,150,10,0,130.0,129.04234001762234,109.18690002290532,151.34040004340932,335774.0
1746109191,20,,Aggregated,0.000000,0.000000,90,110,130,130,140,140,150,150,150,150,150,24,0,89,93.2093083441335,23.179300012998283,151.34040004340932,356291.6666666667
1746109192,30,,Aggregated,0.000000,0.000000,88,92,110,120,130,140,150,150,150,150,150,38,0,87,84.49169474586502,23.179300012998283,151.34040004340932,345568.8157894737
1746109193,40,,Aggregated,10.000000,0.000000,82,90,96,100,130,140,140,150,150,150,150,59,0,82,75.09169322675315,18.362700007855892,151.34040004340932,342269.30508474575
1746109194,50,,Aggregated,12.666667,0.000000,80,89,95,97,120,130,140,150,150,150,150,79,0,80,70.48966582935256,18.362700007855892,151.34040004340932,335387.4810126582
1746109195,60,,Aggregated,14.750000,0.000000,72,83,90,93,110,130,140,140,150,150,150,104,0,72,63.98906635093646,15.552200027741492,151.34040004340932,329392.91346153844
1746109196,70,,Aggregated,15.400000,0.000000,68,84,93,97,120,130,140,140,150,150,150,132,0,68,63.284618943174735,15.552200027741492,151.34040004340932,329958.7727272727
1746109197,90,,Aggregated,17.000000,0.000000,54,80,89,96,110,130,140,140,150,150,150,162,0,44,60.58947469379442,15.552200027741492,151.34040004340932,333728.1296296296
1746109198,100,,Aggregated,18.571429,0.000000,36,80,85,92,110,130,140,140,150,150,150,199,0,36,57.14999698804476,14.724600012414157,151.34040004340932,332177.1859296482
1746109199,110,,Aggregated,20.000000,0.000000,36,76,83,88,110,120,130,140,150,150,150,240,0,36,54.800547918663746,14.724600012414157,151.34040004340932,331540.725
1746109200,120,,Aggregated,21.444444,0.000000,36,75,82,88,110,120,130,140,150,150,150,274,0,36,54.24071350525793,14.724600012414157,151.34040004340932,333119.18248175184
1746109201,130,,Aggregated,23.800000,0.000000,33,69,80,84,100,120,130,140,150,150,150,322,0,33,51.63407205081232,14.724600012414157,151.34040004340932,333855.6801242236
1746109202,140,,Aggregated,26.000000,0.000000,32,65,80,84,100,120,130,140,150,150,150,367,10,32,50.36439291615171,11.136300046928227,151.34040004340932,321765.1171662125
1746109203,150,,Aggregated,28.900000,0.000000,30,54,76,82,97,110,130,130,150,150,150,429,39,30,46.931336830464566,10.2259999839589,151.34040004340932,298193.05361305363
1746109204,160,,Aggregated,32.400000,0.700000,30,57,76,82,97,110,130,140,370,370,370,480,66,30,47.179572916866164,9.626599960029125,365.8405999885872,285338.88958333334
1746109205,170,,Aggregated,36.400000,3.800000,29,54,73,80,95,110,130,130,370,370,370,531,107,29,45.90344124308326,9.626599960029125,365.8405999885872,263532.0527306968
1746109206,180,,Aggregated,39.700000,6.400000,30,55,70,80,95,110,130,130,370,370,370,602,178,30,45.98185199291981,9.626599960029125,365.8405999885872,232495.68438538205
