Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1746109053,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1746109054,5,,Aggregated,0.000000,0.000000,110,130,130,130,130,130,130,130,130,130,130,5,0,110.0,114.8753400077112,103.41530002187937,132.30160000966862,370310.4
1746109055,15,,Aggregated,0.000000,0.000000,69,100,110,110,130,130,130,130,130,130,130,11,0,69,84.40695455382493,29.881399997975677,132.30160000966862,369292.7272727273
1746109056,20,,Aggregated,0.000000,0.000000,69,82,100,100,130,130,130,130,130,130,130,19,0,69,72.45094211171626,21.54549997067079,132.30160000966862,355320.05263157893
1746109057,25,,Aggregated,5.500000,0.000000,68,80,83,100,110,130,130,130,130,130,130,30,0,68,64.75674000879128,14.146200031973422,132.30160000966862,351630.9
1746109058,30,,Aggregated,6.333333,0.000000,68,80,94,100,110,110,130,130,130,130,130,41,0,68,63.01282439664824,14.146200031973422,132.30160000966862,357776.9268292683
1746109059,35,,Aggregated,7.250000,0.000000,67,75,83,94,110,110,130,130,130,130,130,54,0,65,59.66359259737483,14.146200031973422,132.30160000966862,335649.14814814815
1746109060,40,,Aggregated,7.800000,0.000000,56,69,79,83,100,110,130,130,130,130,130,70,0,49,54.74604428995268,14.146200031973422,132.30160000966862,344013.97142857144
1746109061,45,,Aggregated,8.500000,0.000000,40,69,78,82,100,110,130,130,130,130,130,83,0,40,53.287706028597135,14.146200031973422,132.30160000966862,349005.2168674699
1746109062,50,,Aggregated,9.285714,0.000000,33,69,75,79,94,110,110,130,130,130,130,102,0,32,50.38419019889689,13.394099951256067,132.30160000966862,338621.50980392157
1746109063,55,,Aggregated,9.875000,0.000000,32,68,74,78,88,110,110,130,130,130,130,121,0,32,49.247227275786415,13.394099951256067,132.30160000966862,337716.0909090909
1746109064,60,,Aggregated,11.111111,0.000000,32,68,74,77,83,100,110,130,130,130,130,143,0,32,47.56661748572194,13.394099951256067,132.30160000966862,340766.25874125876
1746109065,65,,Aggregated,11.600000,0.000000,31,64,69,75,83,100,110,130,130,130,130,169,0,31,45.44559941102183,13.394099951256067,132.30160000966862,343514.3076923077
1746109066,70,,Aggregated,13.100000,0.000000,30,60,69,71,80,100,110,130,130,130,130,192,0,30,44.212261982162694,13.394099951256067,132.30160000966862,345061.3020833333
1746109067,75,,Aggregated,15.200000,0.000000,29,49,69,71,79,100,110,110,130,130,130,216,0,29,42.991611575686235,13.394099951256067,132.30160000966862,334521.3888888889
1746109068,80,,Aggregated,16.500000,0.000000,28,40,68,69,78,88,110,110,130,130,130,245,0,28,41.46936163543818,13.394099951256067,132.30160000966862,331905.63265306124
1746109069,85,,Aggregated,17.600000,0.000000,28,37,67,69,78,87,110,110,130,130,130,276,0,28,40.75855253862413,13.394099951256067,132.30160000966862,331875.6376811594
1746109070,90,,Aggregated,19.400000,0.000000,28,34,63,69,78,83,110,110,130,130,130,306,0,28,40.04652647311446,13.394099951256067,132.30160000966862,331112.091503268
1746109071,95,,Aggregated,21.600000,0.000000,27,33,60,68,78,84,110,110,130,130,130,339,0,27,39.24651652218082,13.394099951256067,132.30160000966862,332047.57227138645
1746109072,100,,Aggregated,23.400000,0.000000,27,32,60,68,77,83,110,110,130,130,130,372,0,27,38.71738575574171,13.394099951256067,132.30160000966862,329890.3010752688
1746109073,100,,Aggregated,25.100000,0.000000,27,32,57,68,76,82,100,110,130,130,130,407,0,27,38.372204671196265,13.394099951256067,132.30160000966862,328402.0
1746109074,100,,Aggregated,26.400000,0.000000,27,32,45,64,76,82,100,110,130,130,130,444,0,27,37.48965202995916,13.394099951256067,132.30160000966862,324869.9797297297
1746109075,100,,Aggregated,27.600000,0.000000,27,32,41,60,75,81,100,110,130,130,130,476,0,27,37.10544832207814,13.394099951256067,132.30160000966862,326767.8025210084
